timestamp,temperature_c,humidity_pct,wind_speed_ms,solar_irradiance_wm2,solar_generation_mw,wind_generation_mw,renewable_total_mw,is_weekend,grid_total_load_mw,net_load_mw,hour,dayofweek,month,dayofyear,hour_sin,hour_cos,month_sin,month_cos,dayofweek_sin,dayofweek_cos,cooling_degree,heating_degree,temp_squared,load_lag_1h,load_lag_2h,load_lag_24h,load_lag_168h,load_rolling_mean_24h,load_rolling_std_24h,temp_rolling_mean_6h
2024-01-08 00:00:00,-0.07,79.2,2.99,0.0,4.02,0.0,4.02,0,1061.05,1057.03,0,0,1,8,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,14.07,0.004900000000000001,953.01,1173.46,947.85,1075.17,1234.9975000000002,198.84263481347455,4.526666666666666
2024-01-08 01:00:00,-1.99,61.9,6.43,0.0,0.0,34.69,34.69,0,1106.15,1071.46,1,0,1,8,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,15.99,3.9601,1061.05,953.01,902.8,1088.29,1239.7141666666666,192.9916835314891,3.4116666666666666
2024-01-08 02:00:00,-2.79,68.2,5.28,0.0,1.84,14.33,16.17,0,1067.74,1051.57,2,0,1,8,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,16.79,7.7841000000000005,1106.15,1061.05,947.1,1043.54,1248.1870833333332,181.68994508033933,1.7099999999999997
2024-01-08 03:00:00,-2.79,74.4,6.83,0.0,1.06,41.3,42.36,0,1145.36,1103.0,3,0,1,8,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,16.79,7.7841000000000005,1067.74,1106.15,980.68,974.31,1253.2137500000001,174.52541017963316,0.4266666666666665
2024-01-08 04:00:00,-1.0,80.1,2.24,0.0,0.0,8.54,8.54,0,1104.27,1095.73,4,0,1,8,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,15.0,1.0,1145.36,1067.74,958.04,1149.11,1260.0754166666668,166.39235188263876,-0.4933333333333334
2024-01-08 05:00:00,0.42,69.0,2.48,0.0,2.19,0.27,2.46,0,1319.66,1317.2,5,0,1,8,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,13.58,0.17639999999999997,1104.27,1145.36,1125.29,1263.93,1266.1683333333333,157.27938411205182,-1.37
2024-01-08 06:00:00,1.07,68.6,4.36,0.0,0.0,4.5,4.5,0,1371.1,1366.6,6,0,1,8,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,12.93,1.1449,1319.66,1104.27,1191.36,1333.08,1274.2670833333334,154.69282421959952,-1.18
2024-01-08 07:00:00,3.32,73.5,3.56,63.4,27.91,8.66,36.57,0,1529.36,1492.79,7,0,1,8,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,10.68,11.0224,1371.1,1319.66,1338.2,1539.98,1281.7562500000001,154.85532285252762,-0.2950000000000001
2024-01-08 08:00:00,2.74,57.5,6.39,165.8,75.67,36.23,111.9,0,1662.98,1551.08,8,0,1,8,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,11.26,7.507600000000001,1529.36,1371.1,1451.12,1656.38,1289.72125,162.60689648758998,0.6266666666666666
2024-01-08 09:00:00,7.2,77.9,4.4,185.2,88.46,7.69,96.15,0,1644.84,1548.69,9,0,1,8,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,6.8,51.84,1662.98,1529.36,1482.2,1606.75,1298.5487500000002,176.87448360502205,2.2916666666666665
2024-01-08 10:00:00,4.71,56.4,6.98,265.3,119.5,34.83,154.33,0,1633.8,1479.47,10,0,1,8,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,9.29,22.1841,1644.84,1662.98,1380.98,1623.7,1305.3254166666668,187.04023038487546,3.2433333333333336
2024-01-08 11:00:00,12.49,46.7,7.87,324.6,148.01,70.1,218.11,0,1431.3,1213.19,11,0,1,8,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,1.5099999999999998,156.0001,1633.8,1644.84,1356.76,1648.67,1315.8595833333334,198.2687884507586,5.255
2024-01-08 12:00:00,8.91,60.8,2.96,310.1,141.22,0.0,141.22,0,1475.13,1333.91,12,0,1,8,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,5.09,79.38810000000001,1431.3,1633.8,1207.18,1556.51,1318.9654166666667,199.51723514914136,6.561666666666667
2024-01-08 13:00:00,6.45,73.4,10.33,223.1,94.49,153.16,247.65,0,1526.68,1279.03,13,0,1,8,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,7.55,41.6025,1475.13,1431.3,1250.91,1631.97,1330.1299999999999,200.48460543740293,7.083333333333333
2024-01-08 14:00:00,6.47,63.9,8.09,225.6,96.48,70.61,167.09,0,1512.56,1345.47,14,0,1,8,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,7.53,41.860899999999994,1526.68,1475.13,1294.96,1554.31,1341.6204166666666,203.62488458328917,7.704999999999999
2024-01-08 15:00:00,10.06,65.0,6.45,148.5,67.64,28.15,95.79,0,1513.22,1417.43,15,0,1,8,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,3.9399999999999995,101.20360000000001,1512.56,1526.68,1187.45,1551.92,1350.6870833333335,206.28403732800186,8.181666666666667
2024-01-08 16:00:00,8.34,59.5,10.06,124.1,64.77,140.6,205.37,0,1622.09,1416.72,16,0,1,8,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,5.66,69.5556,1513.22,1512.56,1437.66,1692.3,1364.2608333333333,205.79327706762388,8.786666666666667
2024-01-08 17:00:00,9.9,58.6,3.61,65.8,31.54,2.6,34.14,0,1675.7,1641.56,17,0,1,8,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,4.1,98.01,1622.09,1513.22,1444.96,1742.41,1371.9454166666667,212.0029993836051,8.355
2024-01-08 18:00:00,8.58,48.4,4.81,0.0,2.92,6.06,8.98,0,1779.48,1770.5,18,0,1,8,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,5.42,73.6164,1675.7,1622.09,1434.71,1868.29,1381.5595833333334,220.5190117896604,8.299999999999999
